"numberOfHits","database","id","symbol","name","synonyms__001","synonyms__002","synonyms__003","synonyms__004","synonyms__005","synonyms__006","synonyms__007","synonyms__008","synonyms__009","type","taxonId","databaseSubset","parentId","proteome","pageInfo","facet"
"","UniProtKB","O14709","ZNF197","Zinc finger protein 197","ZNF197","ZKSCAN9","ZNF166","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15156","ZBTB7B","Zinc finger and BTB domain-containing protein 7B","ZBTB7B","ZBTB15","ZFP67","ZNF857B","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15266","SHOX","Short stature homeobox protein","SHOX","PHOG","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15370","SOX12","Transcription factor SOX-12","SOX12","SOX22","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43345","ZNF208","Zinc finger protein 208","ZNF208","ZNF91L","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43361","ZNF749","Zinc finger protein 749","ZNF749","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43763","TLX2","T-cell leukemia homeobox protein 2","TLX2","HOX11L1","NCX","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60381","HBP1","HMG box-containing protein 1","HBP1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60393","NOBOX","Homeobox protein NOBOX","NOBOX","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60481","ZIC3","Zinc finger protein ZIC 3","ZIC3","ZNF203","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60675","MAFK","Transcription factor MafK","MAFK","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60682","MSC","Musculin","MSC","ABF1","BHLHA22","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75132","ZBED4","Zinc finger BED domain-containing protein 4","ZBED4","KIAA0637","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O94993","SOX30","Transcription factor SOX-30","SOX30","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95125","ZNF202","Zinc finger protein 202","ZNF202","ZKSCAN10","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95343","SIX3","Homeobox protein SIX3","SIX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P04198","MYCN","N-myc proto-oncogene protein","MYCN","BHLHE37","NMYC","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P09017","HOXC4","Homeobox protein Hox-C4","HOXC4","HOX3E","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0C7X2","ZNF688","Zinc finger protein 688","ZNF688","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CG00","ZSCAN5DP","Putative zinc finger and SCAN domain-containing protein 5D","ZSCAN5DP","ZSCAN5D","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CG24","ZNF883","Zinc finger protein 883","ZNF883","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CJ86","DUX4L3","Double homeobox protein 4-like protein 3","DUX4L3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0DKX0","ZNF728","Zinc finger protein 728","ZNF728","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10276","RARA","Retinoic acid receptor alpha","RARA","NR1B1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P11308","ERG","Transcriptional regulator ERG","ERG","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14584","ZNF266","Zinc finger protein 266","ZNF266","KIAA2007","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14863","POU6F1","POU domain, class 6, transcription factor 1","POU6F1","BRN5","MPOU","TCFB1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14938","NFIX","Nuclear factor 1 X-type","NFIX","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P53567","CEBPG","CCAAT/enhancer-binding protein gamma","CEBPG","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P54821","PRRX1","Paired mesoderm homeobox protein 1","PRRX1","PMX1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P56179","DLX6","Homeobox protein DLX-6","DLX6","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P78424","POU6F2","POU domain, class 6, transcription factor 2","POU6F2","RPF1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q00613","HSF1","Heat shock factor protein 1","HSF1","HSTF1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01094","E2F1","Transcription factor E2F1","E2F1","RBBP3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01892","SPIB","Transcription factor Spi-B","SPIB","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02446","SP4","Transcription factor Sp4","SP4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02548","PAX5","Paired box protein Pax-5","PAX5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02575","NHLH1","Helix-loop-helix protein 1","NHLH1","BHLHA35","HEN1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03112","MECOM","Histone-lysine N-methyltransferase MECOM","MECOM","EVI1","MDS1","PRDM3","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03938","ZNF90","Zinc finger protein 90","ZNF90","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q04741","EMX1","Homeobox protein EMX1","EMX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q07687","DLX2","Homeobox protein DLX-2","DLX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P15923","TCF3","Transcription factor E2-alpha","TCF3","BHLHB21","E2A","ITF1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17019","ZNF708","Zinc finger protein 708","ZNF708","KOX8","ZNF15","ZNF15L1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17022","ZNF18","Zinc finger protein 18","ZNF18","HDSG1","KOX11","ZKSCAN6","ZNF535","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17023","ZNF19","Zinc finger protein 19","ZNF19","KOX12","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17040","ZSCAN20","Zinc finger and SCAN domain-containing protein 20","ZSCAN20","KOX29","ZNF31","ZNF360","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17097","ZNF7","Zinc finger protein 7","ZNF7","KOX4","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17509","HOXB6","Homeobox protein Hox-B6","HOXB6","HOX2B","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17676","CEBPB","CCAAT/enhancer-binding protein beta","CEBPB","TCF5","PP9092","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P19532","TFE3","Transcription factor E3","TFE3","BHLHE33","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P23769","GATA2","Endothelial transcription factor GATA-2","GATA2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P28069","POU1F1","Pituitary-specific positive transcription factor 1","POU1F1","GHF1","PIT1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P28347","TEAD1","Transcriptional enhancer factor TEF-1","TEAD1","TCF13","TEF1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P28360","MSX1","Homeobox protein MSX-1","MSX1","HOX7","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31267","HOXA6","Homeobox protein Hox-A6","HOXA6","HOX1B","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31269","HOXA9","Homeobox protein Hox-A9","HOXA9","HOX1G","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31275","HOXC12","Homeobox protein Hox-C12","HOXC12","HOC3F","HOX3F","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31276","HOXC13","Homeobox protein Hox-C13","HOXC13","HOX3G","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P32314","FOXN2","Forkhead box protein N2","FOXN2","HTLF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P35452","HOXD12","Homeobox protein Hox-D12","HOXD12","HOX4H","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P35711","SOX5","Transcription factor SOX-5","SOX5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P40425","PBX2","Pre-B-cell leukemia transcription factor 2","PBX2","G17","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P42224","STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P42229","STAT5A","Signal transducer and activator of transcription 5A","STAT5A","STAT5","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P43268","ETV4","ETS translocation variant 4","ETV4","E1AF","PEA3","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P48443","RXRG","Retinoic acid receptor RXR-gamma","RXRG","NR2B3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P48742","LHX1","LIM/homeobox protein Lhx1","LHX1","LIM-1","LIM1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P50458","LHX2","LIM/homeobox protein Lhx2","LHX2","LH2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P51815","ZNF75D","Zinc finger protein 75D","ZNF75D","ZNF75","ZNF82","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52741","ZNF134","Zinc finger protein 134","ZNF134","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5HY98","ZNF766","Zinc finger protein 766","ZNF766","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12870","TCF15","Transcription factor 15","TCF15","BHLHA40","BHLHEC2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12947","FOXF2","Forkhead box protein F2","FOXF2","FKHL6","FREAC2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q68G74","LHX8","LIM/homeobox protein Lhx8","LHX8","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7RTS1","BHLHA15","Class A basic helix-loop-helix protein 15","BHLHA15","BHLHB8","MIST1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86WZ6","ZNF227","Zinc finger protein 227","ZNF227","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TEY5","CREB3L4","Cyclic AMP-responsive element-binding protein 3-like protein 4","CREB3L4","AIBZIP","CREB4","JAL","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8WXB4","ZNF606","Zinc finger protein 606","ZNF606","KIAA1852","ZNF328","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8WXT5","FOXD4L4","Forkhead box protein D4-like 4","FOXD4L4","FOXD4B","FOXD4L2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NP08","HMX1","Homeobox protein HMX1","HMX1","H6","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NP62","GCM1","Chorion-specific transcription factor GCMa","GCM1","GCMA","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NP71","MLXIPL","Carbohydrate-responsive element-binding protein","MLXIPL","BHLHD14","MIO","WBSCR14","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NQ33","ASCL3","Achaete-scute homolog 3","ASCL3","BHLHA42","HASH3","SGN1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NS37","CREBZF","CREB/ATF bZIP transcription factor","CREBZF","ZF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NSJ1","ZNF355P","Putative zinc finger protein 355P","ZNF355P","ZNF834","PRED65","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NV72","ZNF701","Zinc finger protein 701","ZNF701","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NX65","ZSCAN32","Zinc finger and SCAN domain-containing protein 32","ZSCAN32","ZNF434","HCCS5","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9P0K8","FOXJ2","Forkhead box protein J2","FOXJ2","FHX","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9P0T4","ZNF581","Zinc finger protein 581","ZNF581","HSPC189","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UBP5","HEY2","Hairy/enhancer-of-split related with YRPW motif protein 2","HEY2","BHLHB32","CHF1","GRL","HERP","HERP1","HRT2","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UH73","EBF1","Transcription factor COE1","EBF1","COE1","EBF","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UH92","MLX","Max-like protein X","MLX","BHLHD13","TCFL4","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UIE0","ZNF230","Zinc finger protein 230","ZNF230","FDZF2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9ULM2","ZNF490","Zinc finger protein 490","ZNF490","KIAA1198","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UM63","PLAGL1","Zinc finger protein PLAGL1","PLAGL1","LOT1","ZAC","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UPW0","FOXJ3","Forkhead box protein J3","FOXJ3","KIAA1041","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y222","DMTF1","Cyclin-D-binding Myb-like transcription factor 1","DMTF1","DMP1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2V3","RAX","Retinal homeobox protein Rx","RAX","RX","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y3M9","ZNF337","Zinc finger protein 337","ZNF337","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y4A8","NFE2L3","Nuclear factor erythroid 2-related factor 3","NFE2L3","NRF3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y5A6","ZSCAN21","Zinc finger and SCAN domain-containing protein 21","ZSCAN21","ZFP38","ZNF38","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y692","GMEB1","Glucocorticoid modulatory element-binding protein 1","GMEB1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZMS7","ZNF783","Protein ZNF783","ZNF783","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZMW2","ZNF782","Zinc finger protein 782","ZNF782","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN06","ZNF813","Zinc finger protein 813","ZNF813","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN19","ZNF841","Zinc finger protein 841","ZNF841","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZRF7","ZNF818P","Putative zinc finger protein 818","ZNF818P","ZNF818","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZSS3","ZNF621","Zinc finger protein 621","ZNF621","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7L2R6","ZNF765","Zinc finger protein 765","ZNF765","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z340","ZNF551","Zinc finger protein 551","ZNF551","KOX23","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z4V0","ZNF438","Zinc finger protein 438","ZNF438","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BUG6","ZSCAN5A","Zinc finger and SCAN domain-containing protein 5A","ZSCAN5A","ZNF495","ZSCAN5","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BWM5","ZNF416","Zinc finger protein 416","ZNF416","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9C009","FOXQ1","Forkhead box protein Q1","FOXQ1","HFH1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9GZU2","PEG3","Paternally-expressed gene 3 protein","PEG3","KIAA0287","ZSCAN24","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H4T2","ZSCAN16","Zinc finger and SCAN domain-containing protein 16","ZSCAN16","ZNF392","ZNF435","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H4W6","EBF3","Transcription factor COE3","EBF3","COE3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H707","ZNF552","Zinc finger protein 552","ZNF552","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H7X3","ZNF696","Zinc finger protein 696","ZNF696","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H9S0","NANOG","Homeobox protein NANOG","NANOG","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HCS4","TCF7L1","Transcription factor 7-like 1","TCF7L1","TCF3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6AW86","ZNF324B","Zinc finger protein 324B","ZNF324B","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5T0F9","CC2D1B","Coiled-coil and C2 domain-containing protein 1B","CC2D1B","KIAA1836","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5TGS1","HES3","Transcription factor HES-3","HES3","BHLHB43","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5VYV0","FOXB2","Forkhead box protein B2","FOXB2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IUE0","TGIF2LY","Homeobox protein TGIF2LY","TGIF2LY","TGIFLY","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IVC4","ZNF584","Zinc finger protein 584","ZNF584","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IW36","ZNF695","Zinc finger protein 695","ZNF695","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IXF0","NPAS3","Neuronal PAS domain-containing protein 3","NPAS3","BHLHE12","MOP6","PASD6","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IYN0","ZNF100","Zinc finger protein 100","ZNF100","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
