Entry	Gene ontology IDs	Cross-reference (InterPro)
O00401	GO:0003779; GO:0005634; GO:0005829; GO:0005884; GO:0005886; GO:0006900; GO:0008154; GO:0009617; GO:0015629; GO:0016050; GO:0030027; GO:0030041; GO:0030048; GO:0030050; GO:0030478; GO:0030666; GO:0030695; GO:0031410; GO:0032880; GO:0034629; GO:0038096; GO:0045944; GO:0048013; GO:0050999; GO:0051301; GO:0051491; GO:0051653; GO:0060997; GO:0061024; GO:0065003; GO:0070062; GO:1903526; GO:2000370; GO:2000402; GO:2000601	IPR000095;IPR036936;IPR030214;IPR011993;IPR011026;IPR033927;IPR000697;IPR003124;
O00409	GO:0000785; GO:0000981; GO:0000987; GO:0003700; GO:0005634; GO:0006355; GO:0007095; GO:0008022; GO:0045892; GO:0097094	IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;
O00411	GO:0001018; GO:0003723; GO:0003899; GO:0005739; GO:0005759; GO:0006390; GO:0006391; GO:0007005; GO:0032991; GO:0034245; GO:0042645; GO:0043565	IPR002092;IPR043502;IPR037159;IPR029262;IPR011990;
O00422	GO:0000118; GO:0000381; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006397; GO:0008134; GO:0008380; GO:0016604; GO:0016607; GO:0043065; GO:0045892; GO:0048025; GO:0061574	IPR017250;IPR010516;IPR042534;
O00458	GO:0005634; GO:0006357; GO:0007275; GO:0007518	IPR016024;IPR039777;IPR006921;IPR007701;
O00459	GO:0000165; GO:0001678; GO:0001784; GO:0005634; GO:0005829; GO:0005942; GO:0006661; GO:0008286; GO:0010506; GO:0014065; GO:0015031; GO:0019903; GO:0030971; GO:0032869; GO:0034976; GO:0038095; GO:0038096; GO:0042307; GO:0043409; GO:0043551; GO:0045944; GO:0046854; GO:0046935; GO:0046982; GO:0048010; GO:0048015; GO:0050852; GO:0050900; GO:0051056; GO:0051897	IPR032498;IPR035586;IPR035020;IPR035022;IPR008936;IPR000198;IPR000980;IPR036860;IPR036028;IPR001452;
O00463	GO:0004842; GO:0005164; GO:0005813; GO:0005829; GO:0006915; GO:0007165; GO:0008270; GO:0008284; GO:0009898; GO:0023019; GO:0031625; GO:0031996; GO:0033209; GO:0035631; GO:0042802; GO:0042981; GO:0043122; GO:0043123; GO:0046330; GO:0048255; GO:0051091; GO:0051092; GO:0070534; GO:0097400	IPR002083;IPR043211;IPR012227;IPR008974;IPR027130;IPR018957;IPR001841;IPR013083;IPR017907;IPR001293;
O00470	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001525; GO:0001654; GO:0002089; GO:0003677; GO:0003682; GO:0005634; GO:0005667; GO:0006357; GO:0007420; GO:0007626; GO:0008284; GO:0009880; GO:0009887; GO:0030097; GO:0035855; GO:0045638; GO:0045665; GO:0045944; GO:0060044; GO:0060216	IPR009057;IPR001356;IPR008422;IPR032453;
O00472	GO:0005654; GO:0006368; GO:0008023; GO:0042795	IPR042065;IPR031176;IPR031179;IPR019464;IPR010844;IPR036390;
O00478	GO:0001817; GO:0002250; GO:0002456; GO:0005102; GO:0005886; GO:0009897; GO:0016020; GO:0016021; GO:0050852	IPR001870;IPR043136;IPR003879;IPR013320;IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;IPR006574;IPR003877;IPR037954;
O00482	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0003682; GO:0003700; GO:0004879; GO:0005543; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0006357; GO:0006367; GO:0008206; GO:0008270; GO:0009755; GO:0009792; GO:0009888; GO:0030855; GO:0042127; GO:0042592; GO:0042632; GO:0043565; GO:0045070; GO:0045893; GO:0045944; GO:0061113; GO:0090575; GO:0097720; GO:1990830; GO:1990837	IPR035500;IPR016355;IPR000536;IPR001723;IPR001628;IPR013088;
O00488	GO:0003677; GO:0005654; GO:0005730; GO:0008270; GO:0045944; GO:1903026	IPR003604;IPR022755;IPR036236;IPR013087;
O00499	GO:0002020; GO:0005543; GO:0005634; GO:0005635; GO:0005737; GO:0005768; GO:0005829; GO:0005886; GO:0006897; GO:0006997; GO:0007010; GO:0008021; GO:0008333; GO:0015629; GO:0016020; GO:0016032; GO:0019828; GO:0030018; GO:0030100; GO:0030276; GO:0030315; GO:0030424; GO:0030425; GO:0030838; GO:0031674; GO:0031982; GO:0033268; GO:0033292; GO:0042802; GO:0043065; GO:0043194; GO:0045664; GO:0048156; GO:0048711; GO:0051015; GO:0051087; GO:0051647; GO:0060987; GO:0060988; GO:0061024; GO:0070063; GO:0071156; GO:0086091; GO:1901380; GO:1902430; GO:1902960; GO:1903946; GO:1904878	IPR027267;IPR003005;IPR035471;IPR003023;IPR004148;IPR036028;IPR001452;
O00512	GO:0003713; GO:0005654; GO:0005801; GO:0008013; GO:0014908; GO:0035019; GO:0035914; GO:0045944; GO:0060070; GO:1904837; GO:1990907	IPR015668;IPR024670;
O00541	GO:0000463; GO:0000466; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0005829; GO:0006364; GO:0008283; GO:0016020; GO:0030687; GO:0042273; GO:0043021; GO:0051726; GO:0070545	IPR001357;IPR036420;IPR010613;
O00570	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002089; GO:0003677; GO:0003700; GO:0005634; GO:0006325; GO:0006355; GO:0009653; GO:0021521; GO:0021884; GO:0030154; GO:0045944; GO:0048713; GO:1904936; GO:1990830	IPR009071;IPR036910;IPR031268;IPR022097;
O00571	GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0003729; GO:0003924; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0006413; GO:0007059; GO:0007276; GO:0008134; GO:0008143; GO:0008190; GO:0008625; GO:0009615; GO:0010494; GO:0010501; GO:0010628; GO:0016032; GO:0016055; GO:0016887; GO:0017111; GO:0017148; GO:0030027; GO:0030154; GO:0030307; GO:0030308; GO:0031252; GO:0031333; GO:0031369; GO:0031954; GO:0032727; GO:0032728; GO:0033592; GO:0034063; GO:0034157; GO:0034161; GO:0034774; GO:0035556; GO:0035613; GO:0036493; GO:0042256; GO:0043015; GO:0043024; GO:0043065; GO:0043066; GO:0043154; GO:0043186; GO:0043273; GO:0043280; GO:0043312; GO:0043539; GO:0045070; GO:0045087; GO:0045296; GO:0045727; GO:0045944; GO:0045948; GO:0048027; GO:0055088; GO:0070062; GO:0071243; GO:0071470; GO:0071651; GO:0071902; GO:0072559; GO:0090263; GO:0097193; GO:0098586; GO:1900087; GO:1900227; GO:1901223; GO:1901224; GO:1901985; GO:1902042; GO:1902523; GO:1903608; GO:1904813; GO:2001243	IPR011545;IPR014001;IPR001650;IPR027417;IPR000629;IPR014014;
O00625	GO:0003712; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006366; GO:0007586; GO:0008127; GO:0030224; GO:0046872	IPR012093;IPR008778;IPR003829;IPR014710;IPR011051;
O00635	GO:0000209; GO:0003713; GO:0005654; GO:0005737; GO:0005829; GO:0008270; GO:0010468; GO:0010508; GO:0016567; GO:0019901; GO:0032880; GO:0042803; GO:0043123; GO:0045087; GO:0046596; GO:0046598; GO:0051091; GO:0051092; GO:0060333; GO:0061630	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035790;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;
O00712	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001650; GO:0002062; GO:0003677; GO:0005634; GO:0005654; GO:0006260; GO:0006357; GO:0007420; GO:0010001; GO:0021740; GO:0021960; GO:0043392; GO:0044300; GO:0045893; GO:0045944; GO:0060486; GO:0060509; GO:0060510; GO:0061141; GO:0071679; GO:0140416; GO:1902894; GO:1990837; GO:2000791; GO:2000795	IPR000647;IPR020604;IPR019739;IPR019548;IPR003619;
O00716	GO:0000082; GO:0000785; GO:0000978; GO:0000981; GO:0000987; GO:0001216; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0006367; GO:0006606; GO:0008284; GO:0043565; GO:0045944; GO:0046983; GO:0070345; GO:0090575; GO:1905461; GO:1990837	IPR015633;IPR037241;IPR032198;IPR003316;IPR036388;IPR036390;
O00744	GO:0000086; GO:0000122; GO:0002062; GO:0005109; GO:0005125; GO:0005576; GO:0005615; GO:0006629; GO:0007050; GO:0007224; GO:0008284; GO:0010971; GO:0014835; GO:0016055; GO:0030182; GO:0030501; GO:0030858; GO:0032434; GO:0043065; GO:0045165; GO:0045599; GO:0045669; GO:0045899; GO:0048018; GO:0048641; GO:0048741; GO:0050680; GO:0050821; GO:0050909; GO:0051091; GO:0051885; GO:0060070; GO:0060346; GO:0061196; GO:0071300; GO:0071320; GO:0071374; GO:0071425; GO:0090263; GO:0120163	IPR005817;IPR013302;IPR043158;IPR018161;
O14495	GO:0000139; GO:0001933; GO:0005178; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005887; GO:0005912; GO:0006644; GO:0006670; GO:0006672; GO:0006890; GO:0007165; GO:0007229; GO:0008195; GO:0016020; GO:0016021; GO:0016323; GO:0030111; GO:0030148; GO:0033116; GO:0033631; GO:0034109; GO:0042392; GO:0042577; GO:0044328; GO:0044329; GO:0044330; GO:0045121; GO:0046839; GO:0050821; GO:0051091; GO:0060070; GO:0070971; GO:0106235	IPR028675;IPR036938;IPR000326;IPR043216;
O14497	GO:0000785; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006357; GO:0007399; GO:0016514; GO:0016922; GO:0030520; GO:0030521; GO:0035060; GO:0042766; GO:0042921; GO:0043044; GO:0045893; GO:0048096; GO:0071564; GO:0071565	IPR001606;IPR036431;IPR011989;IPR016024;IPR021906;IPR033388;IPR030094;
O14503	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001102; GO:0001227; GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0006357; GO:0007623; GO:0009952; GO:0016604; GO:0019904; GO:0032922; GO:0042752; GO:0042803; GO:0043153; GO:0043425; GO:0043426; GO:0043433; GO:0045892; GO:0046982; GO:0050767; GO:0070888; GO:1990837	IPR011598;IPR036638;IPR003650;
O14529	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0007614; GO:0010628; GO:0043565; GO:0050775; GO:0050890; GO:0051965; GO:0061003; GO:0070062; GO:0071310; GO:1990837; GO:2000463	IPR003350;IPR009057;IPR017970;IPR001356;IPR010982;
O14545	GO:0045824; GO:0046872	IPR013083;
O14593	GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0007265; GO:0010468; GO:0042826; GO:0045171; GO:0045944; GO:0090575	IPR002110;IPR020683;IPR036770;IPR017362;
O14607	GO:0000978; GO:0005654; GO:0007507; GO:0010468; GO:0031490; GO:0044666; GO:0046872; GO:0051213; GO:0071557; GO:0071558	IPR003347;IPR013026;IPR011990;IPR019734;
O14627	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001568; GO:0003700; GO:0005634; GO:0006357; GO:0009887; GO:0009948; GO:0030154; GO:0045944; GO:0060711; GO:1990837	IPR006820;IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
O14628	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0008270	IPR001909;IPR036051;IPR036236;IPR013087;
O14640	GO:0001505; GO:0001934; GO:0005109; GO:0005829; GO:0005874; GO:0006355; GO:0006469; GO:0007269; GO:0007411; GO:0007528; GO:0008013; GO:0010976; GO:0014069; GO:0016328; GO:0019899; GO:0019901; GO:0021915; GO:0022007; GO:0030136; GO:0030426; GO:0031122; GO:0031267; GO:0031410; GO:0032091; GO:0032436; GO:0034504; GO:0035176; GO:0035372; GO:0035556; GO:0035567; GO:0042802; GO:0043005; GO:0043025; GO:0043113; GO:0043197; GO:0045202; GO:0045944; GO:0048668; GO:0048675; GO:0048813; GO:0050808; GO:0050821; GO:0060070; GO:0060071; GO:0060134; GO:0060997; GO:0071340; GO:0090090; GO:0090103; GO:0090179; GO:0098685; GO:0098793; GO:0098978; GO:0099054; GO:0150012; GO:1903827; GO:1904886; GO:1905386; GO:1990909; GO:2000300; GO:2000463	IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008340;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;
O14641	GO:0001843; GO:0001934; GO:0003151; GO:0005109; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006355; GO:0007379; GO:0007507; GO:0016235; GO:0016328; GO:0016604; GO:0019901; GO:0019904; GO:0022007; GO:0030674; GO:0031267; GO:0031343; GO:0031410; GO:0034613; GO:0035329; GO:0035567; GO:0042802; GO:0043507; GO:0043547; GO:0043621; GO:0044340; GO:0045177; GO:0045334; GO:0045944; GO:0051091; GO:0060070; GO:0060071; GO:0061024; GO:0061098; GO:0090090; GO:0090103; GO:0090179; GO:0150012; GO:1904886	IPR000591;IPR024580;IPR008339;IPR003351;IPR001158;IPR038207;IPR015506;IPR008341;IPR001478;IPR036034;IPR029071;IPR036388;IPR036390;
O14646	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0016569; GO:0035064; GO:0043923; GO:0070615	IPR040793;IPR016197;IPR000953;IPR023780;IPR023779;IPR025260;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;
O14647	GO:0000978; GO:0003677; GO:0003678; GO:0003723; GO:0005524; GO:0005634; GO:0006325; GO:0006357; GO:0007517; GO:0042393; GO:0070615	IPR040793;IPR016197;IPR000953;IPR023780;IPR023779;IPR025260;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;
O14682	GO:0000785; GO:0003779; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005856; GO:0007275; GO:0007399; GO:0010499; GO:0010976; GO:0016363; GO:0016567; GO:0017148; GO:0031463; GO:0043025	IPR011705;IPR017096;IPR000210;IPR030562;IPR015915;IPR006652;IPR011333;
O14686	GO:0000976; GO:0001555; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0006342; GO:0006355; GO:0008284; GO:0033148; GO:0035097; GO:0042393; GO:0042800; GO:0043627; GO:0044648; GO:0044666; GO:0045652; GO:0045944; GO:0046872; GO:0048477; GO:0051568; GO:0080182; GO:0097692; GO:1904837	IPR034732;IPR003889;IPR003888;IPR009071;IPR036910;IPR037890;IPR041961;IPR041964;IPR003616;IPR001214;IPR011011;IPR001965;IPR019787;IPR001841;IPR013083;
O14709	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
O14744	GO:0000387; GO:0000785; GO:0002039; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006353; GO:0006355; GO:0007088; GO:0008168; GO:0008327; GO:0008469; GO:0016274; GO:0018216; GO:0032922; GO:0034709; GO:0034969; GO:0035097; GO:0035243; GO:0035246; GO:0042118; GO:0042802; GO:0043021; GO:0043985; GO:0044020; GO:0044030; GO:0045596; GO:0046982; GO:0048714; GO:0070372; GO:0070888; GO:0090161; GO:0097421; GO:1901796; GO:1904992	IPR025799;IPR007857;IPR035075;IPR035248;IPR035247;IPR029063;
O14746	GO:0000049; GO:0000333; GO:0000723; GO:0000781; GO:0000783; GO:0001172; GO:0001223; GO:0003677; GO:0003720; GO:0003721; GO:0003723; GO:0003964; GO:0003968; GO:0005634; GO:0005654; GO:0005697; GO:0005730; GO:0005829; GO:0005886; GO:0006278; GO:0007004; GO:0007005; GO:0008022; GO:0010629; GO:0016605; GO:0016607; GO:0022616; GO:0030177; GO:0030422; GO:0031379; GO:0031647; GO:0032092; GO:0042162; GO:0042635; GO:0042645; GO:0042802; GO:0042803; GO:0043524; GO:0045766; GO:0046326; GO:0046686; GO:0046872; GO:0047485; GO:0051000; GO:0051087; GO:0062103; GO:0070034; GO:0070200; GO:0071456; GO:0071897; GO:0090399; GO:0098680; GO:1900087; GO:1902895; GO:1903620; GO:1903704; GO:1903799; GO:1904707; GO:1904751; GO:1904754; GO:1904837; GO:1990572; GO:2000352; GO:2000648; GO:2000773; GO:2001240	IPR043502;IPR000477;IPR021891;IPR003545;
O14753	GO:0000978; GO:0000981; GO:0001227; GO:0001822; GO:0005634; GO:0006357; GO:0007283; GO:0007498; GO:0009913; GO:0043588; GO:0046872; GO:0051729; GO:1901994; GO:1990837; GO:2000647	IPR027756;IPR036236;IPR013087;
O14757	GO:0000077; GO:0000785; GO:0000794; GO:0004672; GO:0004674; GO:0005524; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006260; GO:0006281; GO:0006468; GO:0006915; GO:0006974; GO:0006975; GO:0010569; GO:0010767; GO:0018107; GO:0019904; GO:0032991; GO:0035402; GO:0035556; GO:0043231; GO:0044818; GO:0045787; GO:0045839; GO:0046602; GO:0048096; GO:0070317; GO:0071260; GO:0072425; GO:0090399; GO:0106310; GO:0106311; GO:1901796; GO:2000615	IPR034670;IPR011009;IPR000719;IPR017441;IPR008271;
O14770	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001654; GO:0003677; GO:0005634; GO:0006357; GO:0007420; GO:0008134; GO:0008284; GO:0008542; GO:0009612; GO:0009880; GO:0009887; GO:0031016; GO:0043565; GO:0045638; GO:0045931; GO:0045944; GO:0048471; GO:0070848; GO:0110024; GO:1990837	IPR009057;IPR001356;IPR008422;IPR032453;
O14771	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
O14776	GO:0000122; GO:0001103; GO:0003711; GO:0003712; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0016607; GO:0032968; GO:0034244; GO:0042802; GO:0044390; GO:0045944; GO:0070063	IPR002713;IPR036517;IPR001202;IPR036020;
O14777	GO:0000070; GO:0000132; GO:0000278; GO:0000775; GO:0000776; GO:0000777; GO:0000778; GO:0000942; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0007052; GO:0007059; GO:0008608; GO:0016020; GO:0031262; GO:0042802; GO:0051298; GO:0051301; GO:0051310; GO:0051315; GO:0051383; GO:0090267; GO:1905342	IPR040967;IPR005550;IPR038273;
O14788	GO:0001503; GO:0002158; GO:0002548; GO:0005125; GO:0005164; GO:0005576; GO:0005615; GO:0005737; GO:0005886; GO:0005887; GO:0006955; GO:0007257; GO:0010628; GO:0019221; GO:0019722; GO:0030316; GO:0032813; GO:0033209; GO:0033598; GO:0034112; GO:0036035; GO:0038001; GO:0042802; GO:0043123; GO:0043406; GO:0044691; GO:0045453; GO:0045672; GO:0045780; GO:0045944; GO:0046330; GO:0050870; GO:0051091; GO:0051092; GO:0051466; GO:0051897; GO:0055074; GO:0060749; GO:0070371; GO:0071812; GO:0071847; GO:0071848; GO:1902533; GO:1904616; GO:1990830; GO:2001206	IPR006052;IPR017355;IPR008983;
O14802	GO:0003677; GO:0003682; GO:0003899; GO:0005654; GO:0005666; GO:0005829; GO:0006351; GO:0016020; GO:0032481; GO:0032728; GO:0045087; GO:0046872; GO:0051607	IPR000722;IPR006592;IPR007080;IPR007066;IPR042102;IPR007083;IPR007081;IPR035698;IPR035697;IPR038120;
O14813	GO:0000785; GO:0000977; GO:0000981; GO:0003357; GO:0003700; GO:0005634; GO:0006357; GO:0021523; GO:0021623; GO:0021642; GO:0021703; GO:0030901; GO:0043576; GO:0045944; GO:0048484; GO:0048485; GO:0071542; GO:1990837	IPR009057;IPR017970;IPR001356;
O14862	GO:0002218; GO:0002230; GO:0003690; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006915; GO:0006954; GO:0006955; GO:0032088; GO:0032731; GO:0033209; GO:0035458; GO:0035690; GO:0042802; GO:0044546; GO:0045087; GO:0051092; GO:0070269; GO:0097169; GO:1904270; GO:2001056	IPR004020;IPR011029;IPR040205;IPR004021;
O14867	GO:0000083; GO:0000117; GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003700; GO:0005634; GO:0005737; GO:0006281; GO:0006355; GO:0006357; GO:0020037; GO:0061418	IPR000210;IPR004827;IPR043321;IPR004826;IPR011333;IPR008917;
O14896	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0007050; GO:0008285; GO:0030054; GO:0030216; GO:0043565; GO:0043616; GO:0045893; GO:0045944; GO:0048468; GO:0060021; GO:0060173; GO:0060333; GO:0060337; GO:0060644; GO:0070062; GO:1904888; GO:1990837	IPR019817;IPR001346;IPR019471;IPR017855;IPR008984;IPR036388;IPR036390;
O14901	GO:0000083; GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0005925; GO:0006357; GO:0006915; GO:0008285; GO:0016604; GO:0043065; GO:0046872; GO:1901653; GO:1990837	IPR036236;IPR013087;
O14907	GO:0001650; GO:0005737; GO:0005829; GO:0005886; GO:0007266; GO:0008013; GO:0008022; GO:0008285; GO:0015629; GO:0016055; GO:0030178; GO:0043231; GO:0070062; GO:0090630; GO:2000009	IPR001478;IPR036034;IPR017268;
O14920	GO:0002223; GO:0002479; GO:0002756; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006954; GO:0007249; GO:0008384; GO:0008385; GO:0009615; GO:0009898; GO:0010803; GO:0016032; GO:0018105; GO:0019901; GO:0030866; GO:0033209; GO:0035509; GO:0035631; GO:0035666; GO:0038095; GO:0042325; GO:0042802; GO:0042803; GO:0043066; GO:0043123; GO:0045087; GO:0045121; GO:0045893; GO:0045944; GO:0046982; GO:0050852; GO:0051092; GO:0051403; GO:0070498; GO:0071356; GO:0072659; GO:0097110; GO:0106310; GO:0106311; GO:1903140; GO:1903347; GO:1990459	IPR041185;IPR022007;IPR011009;IPR000719;IPR008271;IPR000626;IPR029071;
O14929	GO:0000781; GO:0000785; GO:0004402; GO:0005634; GO:0005654; GO:0005739; GO:0006323; GO:0006335; GO:0006336; GO:0006348; GO:0006475; GO:0007584; GO:0010485; GO:0016363; GO:0032991; GO:0042393; GO:0043967	IPR016181;IPR019467;IPR037113;IPR017380;IPR013523;
O14936	GO:0001953; GO:0004385; GO:0004674; GO:0005516; GO:0005524; GO:0005604; GO:0005652; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0005925; GO:0006836; GO:0007155; GO:0010839; GO:0015629; GO:0016363; GO:0042734; GO:0060170; GO:0061045; GO:0090288; GO:0106310; GO:0106311	IPR035473;IPR008145;IPR008144;IPR020590;IPR011009;IPR014775;IPR004172;IPR036892;IPR027417;IPR001478;IPR036034;IPR000719;IPR036028;IPR001452;
O14948	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0005634; GO:0005654; GO:0006357; GO:0034605; GO:0045944; GO:0046983; GO:1990837	IPR011598;IPR036638;IPR021802;IPR024101;
O14974	GO:0000086; GO:0000278; GO:0000776; GO:0004857; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005925; GO:0006470; GO:0007098; GO:0007165; GO:0015629; GO:0019208; GO:0019901; GO:0030018; GO:0030155; GO:0031672; GO:0035507; GO:0035508; GO:0035690; GO:0043086; GO:0043292; GO:0045944; GO:0046822; GO:0071889; GO:0072357	IPR002110;IPR020683;IPR036770;IPR017401;IPR031775;
O14978	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0043565; GO:0045944; GO:0046872; GO:1990837	IPR001909;IPR036051;IPR003309;IPR038269;IPR030752;IPR036236;IPR013087;
O14979	GO:0003677; GO:0003690; GO:0003697; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005829; GO:0006396; GO:0008143; GO:0010468; GO:0034046; GO:0035722	IPR034847;IPR012677;IPR035979;IPR000504;
O14980	GO:0000054; GO:0000055; GO:0000056; GO:0000776; GO:0003723; GO:0005049; GO:0005634; GO:0005635; GO:0005642; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006611; GO:0006913; GO:0007052; GO:0015030; GO:0016020; GO:0016032; GO:0031267; GO:0031965; GO:0032434; GO:0032991; GO:0042254; GO:0043231; GO:0043488; GO:0043657; GO:0051028; GO:0075733; GO:1990904	IPR011989;IPR016024;IPR041123;IPR041235;IPR013598;IPR001494;IPR014877;IPR040485;
O14981	GO:0003677; GO:0003712; GO:0004386; GO:0005524; GO:0005654; GO:0008094; GO:0035562; GO:0043231; GO:0045892; GO:0070615	IPR011989;IPR016024;IPR022707;IPR014001;IPR001650;IPR044078;IPR027417;IPR038718;IPR000330;
O15014	GO:0005634; GO:0005654; GO:0006357; GO:0007517; GO:0045944; GO:0046872; GO:1990841; GO:2000291; GO:2001224	IPR040010;IPR013087;
O15015	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0046872	IPR036236;IPR013087;
O15016	GO:0005654; GO:0008270; GO:0016235	IPR003649;IPR001487;IPR036427;IPR037372;IPR019786;IPR000315;IPR011011;IPR001965;IPR019787;
O15031	GO:0001843; GO:0001932; GO:0002116; GO:0005887; GO:0007156; GO:0007162; GO:0007405; GO:0007420; GO:0008360; GO:0009986; GO:0010976; GO:0017154; GO:0030334; GO:0043087; GO:0045727; GO:0050772; GO:0070062; GO:0071526; GO:1902287; GO:1904861; GO:2001222	IPR013783;IPR014756;IPR002909;IPR031148;IPR013548;IPR002165;IPR016201;IPR008936;IPR001627;IPR036352;IPR041019;IPR015943;
