Entry	Name	GO annotations	Interpro domains	DeepTF score	GO annotations no IEA
A8MZ59	LEUTX	GO:0000978 GO:0000981 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634 GO:0000785	IPR009057;IPR001356;	0.9935	GO:0000978 GO:0000981 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634 GO:0000785
A9YTQ3	AHRR	GO:0000976 GO:0000981 GO:0004879 GO:0005515 GO:0046983 GO:0006357 GO:0006805 GO:0030522 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0000785 GO:0034751	IPR039091;IPR039092;IPR011598;IPR036638;IPR000014;IPR035965;IPR013767;	0.9872	GO:0000976 GO:0000981 GO:0004879 GO:0005515 GO:0006357 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0000785 GO:0034751
B1APH4	ZNF487	GO:0000977 GO:0000981 GO:0000981 GO:0001227 GO:0046872 GO:0000122 GO:0006357 GO:0005634 GO:0000785	IPR001909;IPR036051;IPR036236;IPR013087;	0.9226	GO:0000977 GO:0000981 GO:0000981 GO:0001227 GO:0000122 GO:0006357 GO:0000785
B2CW77	KLLN	GO:0003677 GO:0006915 GO:0007049 GO:0005654 GO:0005730	NA	0.0072	GO:0005654 GO:0005730
B2RD01	CENPBD1	GO:0003677 GO:0005634	IPR009057;IPR006600;IPR007889;IPR036388;	0.3074	NA
B2RPK0	HMGB1P1	GO:0008301 GO:0006357 GO:0005634 GO:0005694	IPR009071;IPR036910;IPR031076;	NA	GO:0008301 GO:0006357
B2RXF5	ZBTB42	GO:0000978 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0000122 GO:0006357 GO:0007517 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005737 GO:0005886	IPR000210;IPR011333;IPR036236;IPR013087;	0.9634	GO:0000978 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0007517 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005886
B2RXH2	KDM4E	GO:0032452 GO:0032454 GO:0032454 GO:0046872 GO:0140684 GO:0140684 GO:0006338 GO:0033169 GO:0005634 GO:0005634	IPR003347;IPR003349;	0.0353	GO:0032452 GO:0032454 GO:0032454 GO:0006338 GO:0033169 GO:0005634 GO:0005634
B2RXH8	HNRNPCL2	GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0005634	IPR017347;IPR012677;IPR035979;IPR000504;	0.012	GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0005634
B4DU55	ZNF879	GO:0000978 GO:0000981 GO:0046872 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9964	GO:0000978 GO:0000981 GO:0006357 GO:0005634
B4DX44	ZNF736	GO:0000978 GO:0000981 GO:0046872 GO:0006355 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9987	GO:0000978 GO:0000981 GO:0006355
B4DXR9	ZNF732	GO:0000978 GO:0000981 GO:0046872 GO:0006355 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9992	GO:0000978 GO:0000981 GO:0006355
B5ME19	EIF3CL	GO:0003743 GO:0005515 GO:0005515 GO:0031369 GO:0001732 GO:0006413 GO:0005852 GO:0016282 GO:0033290	IPR027516;IPR008905;IPR000717;IPR036388;IPR036390;	0.076	GO:0003743 GO:0005515 GO:0005515 GO:0031369 GO:0006413 GO:0005852
B7Z6K7	ZNF814	GO:0000978 GO:0001228 GO:0046872 GO:0006357 GO:0045944 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9973	GO:0000978 GO:0001228 GO:0006357 GO:0005634
C9JBD0	KRBOX1	GO:0006355	IPR001909;IPR036051;	0.0292	NA
C9JCN9	HSBP1L1	GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0045892 GO:0070370 GO:0005634 GO:0005829	IPR009643;	0.0143	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0070370 GO:0005634 GO:0005829
C9JLR9	ZFTA	GO:0045892	IPR040647;IPR013087;	0.8908	GO:0045892
C9JN71	ZNF878	GO:0000977 GO:0000981 GO:0046872 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9994	GO:0000977 GO:0000981 GO:0006357 GO:0005634
C9JSJ3	MEIOSIN	GO:0003677 GO:0046983 GO:0006357 GO:0007283 GO:0048477 GO:0051321 GO:0071300 GO:0090427 GO:0005634	IPR011598;IPR036638;IPR009071;IPR036910;	0.9578	GO:0006357 GO:0007283 GO:0048477 GO:0051321 GO:0071300 GO:0090427 GO:0005634
D5K9S7	POU5F1P3	NA	IPR010982;IPR000327;IPR015585;	0.0208	NA
D5K9W5	POU5F1P4	NA	IPR009057;IPR017970;IPR001356;IPR010982;IPR013847;IPR000327;IPR015585;	0.9975	NA
D6RGH6	MCIDAS	GO:0005730 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0007049 GO:0007346 GO:0007346 GO:0008156 GO:0030174 GO:0044458 GO:0044458 GO:0045786 GO:0045944 GO:0060271 GO:0098534 GO:1902017 GO:1903251 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0016604	IPR022786;IPR029699;	0.155	GO:0005730 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0007346 GO:0007346 GO:0008156 GO:0030174 GO:0044458 GO:0044458 GO:0045786 GO:0045944 GO:0060271 GO:0098534 GO:1902017 GO:1903251 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0016604
E7ETH6	ZNF587B	GO:0000977 GO:0000981 GO:0001227 GO:0046872 GO:0000122 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9863	GO:0000977 GO:0000981 GO:0001227 GO:0000122 GO:0006357
E9PAV3	NACA	GO:0003677 GO:0051082 GO:0006612 GO:0005737 GO:0005634 GO:0005854	IPR016641;IPR044034;IPR038187;IPR002715;	NA	GO:0051082 GO:0006612 GO:0005737
E9PGG2	ANHX	GO:0000978 GO:0000981 GO:0001654 GO:0006357 GO:0005634 GO:0005667	IPR009057;IPR017970;IPR001356;IPR031701;	0.9929	GO:0000978 GO:0000981 GO:0001654 GO:0006357 GO:0005634 GO:0005667
O00110	OVOL3	GO:0000978 GO:0000981 GO:0000981 GO:0046872 GO:0006357 GO:0009913 GO:0005634 GO:0000785	IPR027756;IPR036236;IPR013087;	0.9853	GO:0000978 GO:0000981 GO:0000981 GO:0006357 GO:0009913 GO:0005634 GO:0000785
O00141	SGK1	GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0004712 GO:0005246 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0015459 GO:0015459 GO:0017080 GO:0017081 GO:0106310 GO:0001558 GO:0006468 GO:0006814 GO:0006915 GO:0006974 GO:0007616 GO:0008217 GO:0018105 GO:0030334 GO:0032411 GO:0035556 GO:0042127 GO:0042981 GO:0048812 GO:0050790 GO:0051090 GO:0060453 GO:0070294 GO:1901796 GO:1904045 GO:0005634 GO:0005737 GO:0005654 GO:0005654 GO:0005739 GO:0005789 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0016607	IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR008271;	0.0081	GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0004712 GO:0005246 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015459 GO:0015459 GO:0017080 GO:0017081 GO:0001558 GO:0006468 GO:0006814 GO:0007616 GO:0008217 GO:0018105 GO:0030334 GO:0032411 GO:0035556 GO:0042127 GO:0042981 GO:0048812 GO:0050790 GO:0051090 GO:0060453 GO:0070294 GO:1901796 GO:0005634 GO:0005737 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016607
O00151	PDLIM1	GO:0003713 GO:0003779 GO:0003779 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0051371 GO:0098641 GO:0001666 GO:0006357 GO:0006979 GO:0007507 GO:0010761 GO:0030011 GO:0030036 GO:0030036 GO:0030950 GO:0043149 GO:0045893 GO:0061061 GO:0098609 GO:0001725 GO:0005912 GO:0030018 GO:0001725 GO:0005737 GO:0005737 GO:0005856 GO:0005856 GO:0005912 GO:0005925 GO:0030018 GO:0005667 GO:0031941	IPR031847;IPR028537;IPR001478;IPR036034;IPR006643;IPR001781;	0.0141	GO:0003779 GO:0003779 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051371 GO:0098641 GO:0006979 GO:0007507 GO:0010761 GO:0030011 GO:0030036 GO:0030036 GO:0030950 GO:0043149 GO:0061061 GO:0001725 GO:0005912 GO:0030018 GO:0001725 GO:0005737 GO:0005737 GO:0005856 GO:0005856 GO:0005912 GO:0005925 GO:0030018 GO:0031941
O00165	HAX1	GO:0007005 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019966 GO:0047485 GO:0014068 GO:0030833 GO:0030833 GO:0030854 GO:0033138 GO:0042981 GO:0043066 GO:0043066 GO:0045944 GO:0050731 GO:0051897 GO:0071345 GO:1903146 GO:1903214 GO:2000251 GO:0005739 GO:0015629 GO:0016324 GO:0016529 GO:0030136 GO:0000932 GO:0005635 GO:0005739 GO:0005739 GO:0005741 GO:0005758 GO:0005783 GO:0005938 GO:0015629 GO:0030027 GO:0031965 GO:0005667	IPR017248;	0.0108	GO:0007005 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019966 GO:0047485 GO:0014068 GO:0030833 GO:0030833 GO:0030854 GO:0033138 GO:0042981 GO:0043066 GO:0043066 GO:0045944 GO:0050731 GO:0051897 GO:0071345 GO:1903146 GO:1903214 GO:2000251 GO:0005739 GO:0015629 GO:0016324 GO:0016529 GO:0030136 GO:0005635 GO:0005739 GO:0005739 GO:0005741 GO:0005758 GO:0005783 GO:0015629 GO:0030027 GO:0005667
O00167	EYA2	GO:0000287 GO:0004725 GO:0004725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006281 GO:0006325 GO:0007501 GO:0014706 GO:0016576 GO:0016576 GO:0030154 GO:0035335 GO:0045739 GO:0048856 GO:0097192 GO:0097345 GO:2001240 GO:0005634 GO:0005654 GO:0005739 GO:0005829	IPR028473;IPR006545;IPR042577;IPR038102;IPR028472;IPR036412;	0.0301	GO:0000287 GO:0004725 GO:0004725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0007501 GO:0016576 GO:0016576 GO:0030154 GO:0045739 GO:0048856 GO:2001240 GO:0005634 GO:0005654 GO:0005829
O00170	AIP	GO:0005886 GO:0003713 GO:0003755 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017162 GO:0036004 GO:0051082 GO:0000413 GO:0006626 GO:0006805 GO:0010738 GO:0022417 GO:0045893 GO:0051344 GO:0005654 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0034751	IPR031208;IPR039663;IPR001179;IPR013026;IPR011990;IPR019734;	0.011	GO:0005886 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0036004 GO:0051082 GO:0006626 GO:0022417 GO:0005654 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829
O00182	LGALS9	GO:0032673 GO:0032674 GO:0034134 GO:0034142 GO:0097029 GO:1900744 GO:0005534 GO:0016936 GO:0019899 GO:0030246 GO:0030246 GO:0048030 GO:0002519 GO:0006935 GO:0006954 GO:0007565 GO:0010628 GO:0010628 GO:0010629 GO:0010629 GO:0032496 GO:0032682 GO:0032689 GO:0032689 GO:0032720 GO:0032729 GO:0032731 GO:0032733 GO:0032733 GO:0032735 GO:0032735 GO:0032736 GO:0032753 GO:0032753 GO:0032755 GO:0032757 GO:0032760 GO:0032834 GO:0038066 GO:0043123 GO:0043305 GO:0045953 GO:0046007 GO:0046598 GO:0051092 GO:0060135 GO:0070241 GO:0070371 GO:0070374 GO:0070374 GO:0070555 GO:0071346 GO:0071636 GO:0071639 GO:0098586 GO:1901224 GO:2000510 GO:2000562 GO:2000562 GO:2000563 GO:2000670 GO:2001190 GO:2001200 GO:2001269 GO:0005634 GO:0005829 GO:0005615 GO:0005634 GO:0005737 GO:0005829 GO:0062023	IPR013320;IPR044156;IPR001079;	0.0185	GO:0032673 GO:0032674 GO:0034134 GO:0034142 GO:0097029 GO:1900744 GO:0005534 GO:0016936 GO:0019899 GO:0030246 GO:0030246 GO:0048030 GO:0002519 GO:0006954 GO:0007565 GO:0010628 GO:0010628 GO:0010629 GO:0010629 GO:0032496 GO:0032682 GO:0032689 GO:0032689 GO:0032720 GO:0032729 GO:0032731 GO:0032733 GO:0032733 GO:0032735 GO:0032735 GO:0032736 GO:0032753 GO:0032753 GO:0032755 GO:0032757 GO:0032760 GO:0032834 GO:0038066 GO:0043123 GO:0043305 GO:0045953 GO:0046007 GO:0046598 GO:0051092 GO:0060135 GO:0070241 GO:0070371 GO:0070374 GO:0070374 GO:0070555 GO:0071346 GO:0071636 GO:0071639 GO:0098586 GO:1901224 GO:2000510 GO:2000562 GO:2000562 GO:2000563 GO:2000670 GO:2001190 GO:2001200 GO:2001269 GO:0005634 GO:0005829 GO:0005615 GO:0005634 GO:0005737 GO:0005829 GO:0062023
O00206	TLR4	GO:0031663 GO:0043406 GO:0051092 GO:0031663 GO:0031663 GO:0032496 GO:0051092 GO:0001530 GO:0001530 GO:0001530 GO:0001540 GO:0001875 GO:0001875 GO:0004888 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0038023 GO:0042802 GO:0042802 GO:0046982 GO:0050135 GO:0061809 GO:0002218 GO:0002224 GO:0002224 GO:0002246 GO:0002322 GO:0002537 GO:0002730 GO:0002755 GO:0002755 GO:0006909 GO:0006954 GO:0006955 GO:0007252 GO:0010572 GO:0010628 GO:0010628 GO:0010628 GO:0010628 GO:0010628 GO:0014002 GO:0014911 GO:0016046 GO:0030890 GO:0032496 GO:0032496 GO:0032497 GO:0032689 GO:0032700 GO:0032707 GO:0032715 GO:0032720 GO:0032722 GO:0032727 GO:0032728 GO:0032729 GO:0032731 GO:0032731 GO:0032732 GO:0032733 GO:0032735 GO:0032735 GO:0032755 GO:0032755 GO:0032755 GO:0032757 GO:0032757 GO:0032757 GO:0032760 GO:0032760 GO:0032760 GO:0034142 GO:0035666 GO:0036120 GO:0042088 GO:0042116 GO:0042742 GO:0042742 GO:0043032 GO:0043123 GO:0045087 GO:0045348 GO:0045429 GO:0045671 GO:0045944 GO:0046330 GO:0048661 GO:0050729 GO:0050729 GO:0050829 GO:0050829 GO:0051092 GO:0051092 GO:0051092 GO:0051770 GO:0060729 GO:0060907 GO:0070373 GO:0070374 GO:0070430 GO:0070434 GO:0071222 GO:0071222 GO:0071222 GO:0071222 GO:0071223 GO:0071260 GO:0071346 GO:0120163 GO:0140052 GO:0140052 GO:1900017 GO:1900017 GO:1900227 GO:1901224 GO:1903223 GO:1903428 GO:1903974 GO:1904466 GO:1904646 GO:1904646 GO:2000343 GO:0005887 GO:0001726 GO:0001891 GO:0005737 GO:0005737 GO:0005769 GO:0005794 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005887 GO:0009897 GO:0009986 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0031226 GO:0043235 GO:0043235 GO:0048471 GO:0043235 GO:0046696 GO:0046696	IPR000483;IPR001611;IPR003591;IPR032675;IPR000157;IPR017241;IPR035897;	0.0094	GO:0031663 GO:0043406 GO:0051092 GO:0031663 GO:0031663 GO:0032496 GO:0051092 GO:0001530 GO:0001530 GO:0001530 GO:0001540 GO:0001875 GO:0001875 GO:0004888 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0038023 GO:0042802 GO:0042802 GO:0046982 GO:0002224 GO:0002224 GO:0002755 GO:0002755 GO:0006909 GO:0006954 GO:0006955 GO:0007252 GO:0010572 GO:0010628 GO:0010628 GO:0010628 GO:0010628 GO:0010628 GO:0016046 GO:0032496 GO:0032496 GO:0032497 GO:0032689 GO:0032700 GO:0032707 GO:0032715 GO:0032720 GO:0032722 GO:0032727 GO:0032728 GO:0032729 GO:0032731 GO:0032731 GO:0032732 GO:0032733 GO:0032735 GO:0032735 GO:0032755 GO:0032755 GO:0032755 GO:0032757 GO:0032757 GO:0032757 GO:0032760 GO:0032760 GO:0032760 GO:0035666 GO:0042088 GO:0042116 GO:0042742 GO:0042742 GO:0043032 GO:0045087 GO:0045429 GO:0045671 GO:0045944 GO:0050729 GO:0050729 GO:0050829 GO:0050829 GO:0051092 GO:0051092 GO:0051092 GO:0051770 GO:0060729 GO:0070373 GO:0071222 GO:0071222 GO:0071222 GO:0071222 GO:0071260 GO:0071346 GO:0120163 GO:0140052 GO:0140052 GO:1900017 GO:1900017 GO:1900227 GO:1901224 GO:1903223 GO:1903428 GO:1903974 GO:1904466 GO:1904646 GO:1904646 GO:2000343 GO:0005887 GO:0001891 GO:0005737 GO:0005737 GO:0005794 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005887 GO:0009897 GO:0009986 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0031226 GO:0043235 GO:0043235 GO:0048471 GO:0043235 GO:0046696 GO:0046696
O00213	APBB1	GO:0001540 GO:0003682 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031625 GO:0031625 GO:0042393 GO:0050750 GO:0070064 GO:0000122 GO:0006325 GO:0006355 GO:0006915 GO:0006939 GO:0006974 GO:0007165 GO:0007409 GO:0043065 GO:0043967 GO:0045893 GO:0045944 GO:0050714 GO:1902807 GO:0005634 GO:0005737 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005737 GO:0005783 GO:0005886 GO:0005886 GO:0016607 GO:0030027 GO:0030426 GO:0045202	IPR039576;IPR011993;IPR006020;IPR001202;IPR036020;	0.006	GO:0001540 GO:0003682 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031625 GO:0031625 GO:0042393 GO:0050750 GO:0070064 GO:0000122 GO:0006355 GO:0006939 GO:0006974 GO:0007165 GO:0007409 GO:0043065 GO:0043967 GO:0045893 GO:0045944 GO:0050714 GO:1902807 GO:0005634 GO:0005737 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005737 GO:0005783 GO:0005886 GO:0005886 GO:0030027 GO:0030426 GO:0045202
O00221	NFKBIE	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042994 GO:0001650 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829	IPR002110;IPR020683;IPR036770;	0.0191	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042994 GO:0001650 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829
O00231	PSMD11	GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0006511 GO:0006511 GO:0043248 GO:0048863 GO:0005576 GO:0005576 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016020 GO:0034774 GO:1904813 GO:0000502 GO:0008541 GO:0022624	IPR000717;IPR035295;IPR040780;IPR040773;IPR011990;IPR036390;	0.0399	GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0006511 GO:0006511 GO:0043248 GO:0048863 GO:0005576 GO:0005576 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016020 GO:0034774 GO:1904813 GO:0000502 GO:0008541 GO:0022624
